npl_publn_id	npl_biblio
959017299	Williams and Ward, Journal of Polymer Science: Polymer Letters ., vol. 6, The Construction of a Calibration Curve for Gel Permeation Chromatography using Polystyrene Fractions , pp. 621 627, (1968).
959020077	Williams et al., Nephrotic Syndrome after the Application of Mercury Ointment , The Lancet, Original Articles, Sep. 1958, pp. 602 604.
959021688	Williams et al., Development of a DNA Probe for the Detection of Corynebacterium Sepedonicum, Phytopathology, 82:1145 (1992) (Abstract A773).
959022027	Williams et al, Crit. Rev. Ther. Drug Carrier Syst., 9(3-4):305-353 (1992).
959024708	Williams et al., Synthesis of Enantiometerically Pure Diethylene triamine pentaacetic Acid Analogues . . . , J. Org. Chem ., 1993, 58, 1151 1158.
959024710	Williams et al., J. Org. Chem ., vol. 58, 1993, pp. 1151 1158.
959025727	Williams et al., Synthesis and Processing of a Type I Procollagen Containing Shortened Pro 1(I) Chains by Fibroblasts form a Patent with Osteogenesis Imperfecta , J. Biol. Chem. 258:5915 5921 (1983).
959029980	Williams et al., Genbank Accession # AF009605, Jun. 1997.
959038759	Williams et al., The Mechanism of Flow Control on A Cylinder with the Unsteady Bleed Technique, AIAA 91 0039, Jan. 7 10, 1991.
959043450	Williams et al., Molecular Microbiology (1998) 27:171-186.
959051839	Williams et al. Hypoxia and Oxidative Stress in Breast Cancer Tumour Hypoxia-Therapeutic Considerations, Breast Cancer Research, 3: 328-331, 2001.
959055151	Williams et al., Etch Rates for Micromachining Processing, Journal of Microelectromechanical Systems, vol. 5, No. 4, pp. 256-259 (Dec. 1996).
959064392	Williams et al., Genetic Infection Induces Protective In Vivo Immune Responses, DNA and Cell Biology, vol. 12, No.8, pp. 675-683, (1993).
959078687	Williams et al., Correlations Between Leaf Flavonoids, Taxonomy and Plant Geography in the Genus Disporum Phytochemistry (1993) vol. 34 No. 1, pp. 197-203.
959088784	Williams et al. 1992. Conifer wood quality and marker-aided selection: a case study. Can. J. For. Res. 22:1009-1017.*
959093075	Williams et al., J. Med. Chem., 35, 3905 (1992).
959095000	williams et al., Synthesis 1974, 727.
959098654	Williams et al., The Lyophilization of Pharmaceuticals: A Literature Review, Journal of Parenteral Science and Technology, 38(2):48-59 (1984).
959098957	Williams et al., J. Med. Chem., 35, 3905 (1992).
959098973	Williams et al., J. Med. Chem., 35, 3905 (1992).
959098988	Williams et al., J. Med. Chem., 35, 3905 (1992).
959099913	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959103314	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959106092	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959106138	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959111470	Williams et al. (Breast Cancer Res. 2001, 3, 328-331).
959111950	Williams et al., Tetrahedron Letters, vol. 32, No. 52, pp. 7633-7636 (1991).
959113522	Williams et al., The immunoglobulin superfamily domains for cell surface recognition, Ann. Rev. Immunol. 6:381 405 (1988).
959120801	Williams et al., Etch Rates for Micromachining Processing, Journal of Microelectromechanical Systems, vol. 5, No. 4, pp. 256-259 (Dec. 1996).
959127308	Williams et al., Adenosine Acts Through a Novel Extracellular Receptor to Inhibit Granule Exocytosis by Natural Killer Cells, Biochem. Biophys. Res. Commun. 231:264-269, 1997.
959127913	Williams et al, Impurity Conduction in Synthetic Semiconducting Diamond, J. Phys. C: Solid St. Phys., 1970, vol. 3, p. 1727.
959131524	Williams & Word, The Construction of a Polyethylene Calibration Curve for Gel Permeation Chromatography using Polystyrene Fractions, Pol. Letters, vol. 6, pp. 621-624 (1968).
959139280	Williams et al., Glycyl L Histidyl L Lysine, a Growth Promoting Factor for Human Cells, Cytobios 27(105):19 25, 1980.
959143149	Williams et al. (1991) J. Biol. Chem., vol. 266, No. 8, pp. 5182-5190.
959150755	Williams and Hochstrasser, 1997, Introduction to the Proteome In: Proteome Research: New Frontiers in Functional Genomics, pp. 1-12.
959150756	Williams and Pallini, 1997, Biological Applications of Proteomics In: Proteome Research: New Frontiers in Functional Genomics, pp. 221-232.
959151956	Williams et al., Drug Development Research, 43(1), 5 pages (25, 26, 28, 30, 34), (1998).
959152364	Williams et al, Broad Bandwidth Highly Reflecting Gratings Formed in Photosensitive Boron Codoped Fibres , delivered orally to ECOC 92 (European Conference for Optical Communications) on Sep. 27, 1992 in Berlin, pp. 1 4.
959156977	Williams et al. (PNAS 95:14932-14937 (1998)).
959159107	Williams et al., Dual Mode Canonical Waveguide Filters, IEEE Transactions on Microwave Theory and Techniques, vol. MTT 25, No. 12, Dec. 1977, pp. 1021 1026.
959168975	Williams et al., The Graded Bandgap Multilayer Avalanche Photodiode: A New Low Noise Detector, IEEE Electron Device Letters, EDL 3:71 (1982).
959169436	Williams et al., Bounds and analysis of aliasing errors in linear-feedback shift registers, IEEE Trans. CAD of Integrated Circuits and Systems, vol. CAD-7, No. 1, pp. 75-83 (1988).
959170115	Williams et al. Design of Digital SSB Modulators Conf. Eleventh Annual Asilomar Conf. on CKT. Systems & Computers Pacific Grove, Calif. Nov. 1977, pp. 184 193.
959174454	Williams et al., Molecular beam Epitaxy of (100) InSb for CdTe/InSb Device Applications , Journal of Applied Physics 63(5), pp. 1526 1532 (Mar. 1, 1988).
959174457	Williams et al., Heteroepitaxial Growth of InSb on (100) GaAs Using Molecular Beam Epitaxy , Appl.Phys.Lett. 53(13), pp. 1189 1191 (Sep. 26, 1988).
959176377	Williams et al., Neuron, Sep. 1994, 13(3):583-94.
959190601	Williams et al., Chem Abst. 86: 150977p (date unknown).
959193828	Williams et al., In Vivo Protein Cyclization Promoted by a Circularly Permuted Synechocystis sp. PCC6803 DnaB Mini-intein, J. Biol. Chem. 277(10):7790-7798 (2002).
959194496	Williams et al. and Chu et al., Ninth Annual Meet. Soc. for Biomaterials VI, 110 and 111 (4/1983).
959198301	Williams BioTechniques (1989) 17:762 768.
959202681	Williams et al. The Inhibition of Dihydrofolate Reductase by Folate Analogues: Structural Requirements for Slow-and Tight-Binding Inhibition, Biochemical Pharm., 29: 589-595 (1980).
959204694	Williams et al., J. Bacteriol., 120:416 423 (1974).
959210480	Williams et al., (1999) Retroviral-Fibronectin Interactions in Transduction of Mammalian Cells, Ann NY Acad Sci 872:109-13.
959214376	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin, Neuron 13: 583-594, 1994.
959214377	Williams et al., The Primary Structure of Hen Ovotransferrin, Eur. J. Biochem. 122:297-303, 1982.
959224725	Williams et al., J. of Chem. Ed., vol. 66, No. 12, Dec. 1989, pp. 1043 1045.
959226334	Williams & Barclay. The immunoglobulin superfamily-domains for cell surface recognition. Annu Rev Immunol. 1988;6:381-405.
959226711	Williams et al. (1998) Biochemistry 37:7096-7102.
959229910	Williams et al., DNA Polymorphisms Amplified by Arbitrary Primers are Useful as Genetic Markers, Nucleic Acids Research, (1990), vol. 18, pp. 6531-6535.
959230048	Williams et al., Six Degree of Freedom Mag-Lev Stage Development, SPIE vol. 3051, 856-867 Jan. 1, 1997.
959236667	Williams et al., Micropinocytic ingestion of glycosylated albumin by isolated microvessels: Possible role in pathogenesis of diabetic microangiopathy Proc. Natl. Acad. Sci, USA , vol. 78, No. 4, pp. 2393 2397, Apr. 1981, published in U.S.A.
959239861	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959240007	Williams and Mitchell, Effects of Integrated Flight Path and Terrain Displays on Controlled Flight into Terrain, Center for Human-Machine Systems Research, School of Industrial and Systems Engineering, Georgia Institute of Technology.
959242510	Williams et al., The Lyophilization of Pharmaceuticals: A Literature Review , J. Parenteral Science and Technology, 38, pp. 48 59 (1976).
959258496	Williams et al., Apoptosis: final control point in cell biology , Trends in Cell Biology 2:263, 1992.
959263516	Williams et al. (1996) J. Mol. Biol., 264: 220.
959263524	Williams et al. (1996) J. Mol. Biol., 264: 220.
959275491	Williams et al., Homogenisation of a Magnetic Field with a Superconducting Cylinder , Physics Letters , vol. 9, No. 2, Apr. 1, 1964, pp. 102 103.
959275646	Williams and Kooyman, (Sep./Oct. 1985) Swimming Performance and Hydrodynamic Characteristics of Harbor Seals Phoca Vitulina, Physiological Zoology, vol. 58(5):576-589.
959275679	Williams et al., Exciton-dopant and exciton-charge interactions in electronically doped OLEDs, Science Direct, Journal of Luminescence, vol. 110, pp. 396-406, (2004).
959280780	Williams et al. Passivation of the 4H-SiC/SiO2 Interface with Nitric Oxide, Materials Science Forum. vols. 389-393 (2002), pp. 967-972.
959280906	Williams et al., Bioactive and Nuclease-Resistant L-DNA Ligand of Vasopressin, Proceedings of the National Academy of Sciences of USA, National Academy of Science, Oct. 1997, pp. 11285-11290, vol. 94, Washington, DC.
959281186	Williams et al., Topics in Antibiotic Chemistry , 5, pp. 119 158; 1980.
959281189	Williams et al., Topics in Antibiotic Chemistry , vol. 5, pp. 119 158.
959294829	Williams et al., An Experimental 1-Mbit CMOS SRAM with Configurable Organization and Operation, IEEE Journal of Solid State Circuits, vol. 23, No. 5, pp. 1085-1094 (Oct. 1988). 10 pages.
959299982	Williams and Barclay, The Immunoglobulin Superfamily-Domains for Cell Surface Recognition, Ann. Rev. Immunol. 6:381-405 (1988).
959300008	Williams et al., Solution Structures of Modular Proteins by Nuclear Magnetic Resonance, Methods Enzymol 245:451-469 (1994).
959313924	Williams et al. Impaired Nitric-Oxide-Mediated Vasodilation in Patients With Non-Insulin-Dependent Diabetes Mellitus; JACC, vol. 27, No. 3, Mar. 1, 1996, pp. 567-574.
959325775	Williams et al., Selective Inhibition of Growth Faxtor-stimulated Mitogenesis by a Cell-permeable Grb2-binding Peptide, The Journal of Biological Chemistry, vol. 272, pp. 22349-22354, Aug. 29, 1997.
959338951	Williams et al. Synthesis of a New Class of Model Glycolipids Chem. Abstract No. CA 90:87774k 1978 (no month available).
959338952	Williams et al. A New Class of Model Glycolipids: Synthesis, Characterization and Interaction with Lectons , Archives of Biochem & Biophysics, 195(1):145 151; Jun. 1979.
959345949	Williams (1968) The Detection of Rot in Tomato Products. J. Ass. Pub. Analysts, 6:69-84.
959347376	Williams et al., 1988, Proc. Nat l Acad. Scil 85: 6488 92.
959347379	Williams et al., 1989, Biotech. 7: 471 574.
959353163	Williams et al, J. Am. Chem. Soc., 113:9276-9286 (1991).
959353164	Williams et al, J. Am. Chem. Soc., 110:1547-1557 (1988).
959357068	Williams et al., Comparison of Covalent and Noncovalent Labeling with Near-Infrared Dyes for the High-Performance Liquid Chromatographic Determination of Human Serum Albumin, Anal. Chem., 1993, 65, 601-605.
959363462	Williams et al., Regulation Of Nuclear And Mitochondrial Gene Expression by Contractile Activity In Skeletal Muscle, The Journal Of Biological Chemistry 261(1):376-380, 1986.
959368119	Williams EF, Ezeonu I, Dutt K. Nucleoside transport sites in a cultured human retinal cell line established by SV-40 T antigen gene. Curr Eye Res. 13(2) (1994) 109-18.
959382333	Williams et al., Bounds and analysis of aliasing errors in linear-feedback shift registers, IEEE Trans. CAD of Integrated Circuits and Systems, vol. CAD-7, No. 1, pp. 75-83 (1988).
959383284	Williams et al., DNA Polymorphism Amplified by Arbitrary Primers are Useful as Genetic Markers, Nucleic Acids Res. 18(22):6531-6535 (1990).
959384674	Williams et al. (1991) Proc. Natl. Acad. Sci. USA 88:2726.
959402415	Williams E.D., The combination of a specific endothelin A receptor antagonist ZD4054 and submaximal bisphosphonate pamidronate prevents bone metastasis, EORTC-NCI-AACR, Prague, Czech Republic, Nov. 7-10, 2006. Poster.
959402416	Williams ED et al, The combination of the specific endothelin A receptor antagonist ZD4054 and submaximal bisphosphonate pamidronate prevents soft-tissue metastasis, Mol Cancer Ther, 2007;6(12) Suppl II:abst A271.
959409534	Williams et al. Biodegradable Plastics from Plants Chemtech 38-44 1996.
959410083	Williams et al. Genetics of Arterial Prothrombotic Risk States. Exp Biol Med 226(5):409-419 (2001).
959416260	Williams et al., Production of a Polyhydroxyalkanoate Biopolymer in Insect Cells with a Modified Eucaryotic Fatty Acid Synthase, Appl. Environ. Microbiol. 62(7):2540-2546 (1996).
959431946	Williams et al., J. Biol. Chem., 269(47):29430-29434 (1994).
959462267	Williams et al., Solid oxide fuel cell technology development in the US, Solid State Ionics, V. 177, No. 19-25, pp. 2039-2044, Oct. 2006.
959463903	Williams et al. Synovial accumulation of technetium labelled liposomes in rheumatoid arthritis, Annals of the Rheumatic Diseases 46:314 318 (1987).
959474241	Williams et al., Nucleic Acids Research, vol. 18(22), pp. 6531 6535 (1990).
959475533	Williams and Zobel, Indexing and Retrieval for Genomic Database. IEEE Transactions on Knowledge and Data Engineering 14(1):63-78 (2002).
959477540	Williams DP et al. (1988) Nucleic Acids Research 16/22, pp. 10453 10467.
959481773	Williams and Chase, Methods in Immunology and Immunochemistry, vol. II, 1968, pp. 280-283.
959487777	Williams et al., 1990, Characterization of TUPI, a mediator of glucose repression in Saccharomyces cerevisiae, Mol. Cell. Biol. 10(12):6500-6511.
959499475	Williams et al., Polymer Letters, vol. 6, pp. 621-624 (1968).
959505092	Williams & Peoples, Making plastics green, Chem. Br. 33:29-32 (1997).
959505093	Williams & Peoples, Biodegradable plastics from plants, Chemtech 26:38-44 (1996).
959508143	Williams et al, D/CMOS Processes for Analogue Multiplexers, New Electronics, Jun. 9, 1987, pp. 24-25.
959510764	Williams et al., (1989) Brain Res . 498:243 256.
959510765	Williams et al., (1986) Proc. Natl. Acad. Sci. USA 83:9231 9235.
959510777	Williams et al. (1991) Exp. Neurol . 113:31 37.
959514263	Williams et al, Functional Significance of Coronary Collateral Vessels in Patients With Acute Myocardial Infraction: Relation to Pump Performance, Cardiogenic Shock and Survival; Am. J. Cardiology, 37:345 (1976).
959514268	Williams et al, Vasa Vasorum in Atherosclerotic Coronary Arteries: Responses to Vasoactive Stimuli and Regression of Atherosclerosis; Circulation Res. 62:515 (1988).
959528838	Williams et al. (1992) Structure and Functional Expression of Alpha 1, Alpha2, and Beta Subunits of a Novel Human Neuronal Calcium Channel Subtype, Neuron 8(1):71-84.
959532886	Williams et al. (1990) Nucleic Acids Res. 18:6531 35.
959534555	Williams et al. (1991) J. Biol. Chem. , vol. 266, No. 8, pp. 5182 5190.
959535694	Williams et al., Anti-Tumor Necrosis Factor Ameliorates Joint Disease in Murine Collagen-Induced Arthritis, Proc. Natl. Acad. Sci. USA, 89:9784-9788 (1992).
959538127	Williams et al, High Voltage High Frequency Power Switching Transistor Module with Switching Aid Circuit Energy Recovery , IEEE Proceedings, vol. 131, Pt. B, No. 1, Jan. 1984, pp. 7 12.
959542167	Williams & Ward, J. of Polymer Science, Polymer Letters, vol. 6 (621 624) 1968.
959542477	Williams et al, Amino acid sequence of the UP1 calf thymus helix destabilizing protein and its homology to an analogous protein from mouse myeloma, Proc. Natl. Acad. Sci. USA, vol. 82, Sep. 1985, pp. 5666 5670.
959548509	Williams D P et al: Design, Synthesis and Expression of a Human Interleukin-2 Gene Incorporating the Condon Usage Bias Found in Highly Expressed Escherichia coli Genes Nucleic Acids Research, Oxford University Press, Surrey, GB, Bd. 16, Nr. 22, Nov. 25, 1988.
959549045	Williams et al., J. Org. Chem., vol. 38, No. 1, pp. 20-26 (1973).
959556147	Williams et al., Structure and Functional Expression of an omega-Conotoxin-Sensitive Human N-Type Calcium Channel, Science, (1992a) 257:389-395.
959556148	Williams et al., Structure and Functional Expression of alpha1, alpha2 and beta Subunits of a Novel Human Neuronal Calcium Channel Subtype, Neuron, (1992b) 8:71-84.
959556179	Williams et al., Structure and Functional Expression of alpha1, alpha2, and beta Subunits of a Novel Human Neuronal Calcium Channel Subtype, Neuron 8:71-84 (1992).
959557010	Williams et al., Sparse Bayesian Learning for Efficient Visual Tracking, IEEE Transactions of Pattern Analysis and Machine Intelligence, vol. 27, No. 8, Aug. 2005, pp. 1292-1304.
959558215	Williams et al., 1989, Development of Biologically Active Peptides Based on Antibody Structure, Proc. Natl. Acad. Sci. 86: 5537-5541.
959572275	Williams et al. EEG Responses to Photic Stimulation in Persons Experience at Meditation (1975).
959577610	Williams et al., Cell Biochem. , (1985) 9B/supplement: 99.
959585543	Williams et al., Amino acid sequence of the UP1 calf thymus helix-destabilizing protein and its homology to an analogous protein from mouse myeloma, Proc. Natl. Acad. Sci. USA, 82:5666-5670 (1985).
959590750	Williams and Barclay, in Immunglobulin Genes, p 361, Academic Press, NY (1989).
959604956	Williams et al (Oncogene 18: 6112-6120, 1999).
959610105	Williams et al., A Novel Family of Cyclic Peptide Antagonists Suggests That N-cadherin Specificity Is Determined by Amino Acids That Flank the HAV Motif, The Journal of Biological Chemistry 275(6): 4007-4012, Feb. 11, 2000.
959610157	Williams et al., Activation of the FGF Receptor Underlies Neurite Outgrowth Stimulated by L1, N-CAM, and N-Cadherin, Neuron 13: 583-594, 1994.
959610158	Williams et al., The Primary Stucture of Hen Ovotransferrin, Eur. J. Biochem. 122: 297-303, 1982.
959616329	Williams et al. Effect of sodium cloprostenol and flunixin meglumine on luteolysis and the timing of birth in bitches, Journal of Reproduction and Fertility, vol. 116, pp. 103-111 1999.
959624304	Williams et al. (1998) Biochemistry 37:7096-7102.*
959638660	Williams et al., J Biol Chem 253, 6578-6585 (1978).
959641612	Williams et al., Identification and characterization of the STIM (stromal interaction molecule) gene family: coding for a novel class of transmembrane proteins, Biochem J 357:673,685, 2001.
959641613	Williams et al., Identification and characterization of the STIM (stromal interaction molecule) gene family: coding for a novel class of transmembrane proteins, Biochem J 367:673-685, 2001.
959641616	Williams et al., Stromal interaction molecule 1 (STIM1), a transmembrane protein with growth suppressor activity, contains an extracellular SAM domain modified by N-linked glycosylation, Biochim Biophys Acta 1596:131-137, Apr. 1, 2002.
959641633	Williams et al., Stromal interaction molecule 1 (STIM1), a transmembrane protein with growth suppressor activity, contains an extracellular SAM domain modified by N-linked glycosylation, Biochim. Biophys. Acta 1596:131-137 (2002).
959645840	Williams et al., Journal of Pharmaceutical Sci., vol. 71, No. 1, pp. 119-120 (Jan. 1982).
959659035	Williams et al, Arthr. Rheum., 33:533 541 (1990).
959659036	Williams et al, N. Engl. J. Med., 311:760 764 (1984).
959659113	Williams et al, Arthr. Rheum., 33:533 541 (1990).
959659114	Williams et al, N. Engl. J. Med., 311:760 764 (1984).
959666857	Williams et al. J. Biol. Chem., vol. 256, No. 14, pp. 7573-7582, 1981.*
959673251	Williams et al (1992, May) Bio/Technology 10:540 543.
959691189	Williams et al., Surg. Forum, 20:293-294 (1969).
959691770	Williams et al., Surg. Forum, 20:293-294 (1969).
959702130	Williams et al., Neocentromere activity of structurally acentric mini-chromosomes in Drosophila, Nature Genetics, 18:30-37, 1998.
959703559	Williams et al. Expression of Excherichia coli trp genes and the mouse dihydrofolate reductase gene cloned in Bacillus subtilis Gene, vol. 16 (1981), pp. 199 206.
959735752	Williams et al., Gut (1989) vol. 30 (11), pp. 1581-1587.
959739856	Williams et al., Numerical Classification of Streptomyces and Related Genera, J. Gen. Microbiol., 129:1743-1813 (1983).
959742842	Williams et al., Arterioscler. Thromb. Vasc. Biol., 20:1033-1039 (2000).
959744241	Williams et al., 2002, ARGONAUTE1 is required for efficient RNA interference in Drosophila embroyos, PNAS 99: 6889-6894.
959744570	Williams et al., Automatic Implantable Cardioverter Defibrillator Related Complications, J.A.C.C., vol. 15(2), p. 55A (1990).
959744663	Williams et al., The immunoglobulin superfamily-domains for cell surface recognition Ann. Rev. Immunol. 6:381-405 (1988).
959745019	Williams et al, 1997. Arteriosclerosis, Thrombosis, and Vascular Biology. 17: 702-706.
959753597	Williams et al., Slip Casting of Silicon Shapes and Their Nitriding, 1983, pp. 607 619.
959755587	Williams et al., Emulsion Stability and Rigid Foams from Styrene or Divinylbenzene Water in Oil Emulsions Langmuir, vol. 6, pp. 437 444 (1990).
959755588	Williams et al., Spatial Distribution of the Phases in Water in Oil Emulsions. Open and Closed Microcellular Foams from Crosslinked Polystyrene, Langmuir, vol. 4, pp. 656 662 (1988).
959765651	Williams et al, Cancer 67:2705 2707 (1991).
959769626	Williams et al., Identification of a Novel 5-HTN(Nematoda) Receptor from Acaris suum Muscle, Comp. Biochem. Physiol. 101C:469-474 (1992).
959772578	Williams et al., J. Med. Chem., 42, pp. 1481-1500 (1999).
959783416	Williams et al., Nucleoside Transport Sites in a Cultured Human Retinal Cell Line Established By Sv 40 T Antigen Gene, Current Eye Research , vol. 13, pp. 109 118 (1994).
959788119	Williams et al., The Component Object Model: A Technical Overview, Oct., 1994, pp. 1-21.
959811489	Williams et al., (1994) Neuronal Nicotinic Acetylcholine Receptors, Drug News & Perspectives, vol. 7, pp. 205-223.
959814215	Williams et al. 1998. Sequence No. 17 of US 5,750,867.
959815637	Williams and Halpern, Synthesis, 727 728 (1974).
959834367	Williams et al., A Study of the Effect of Envelope Impedance on Intermodulation Asymmetry Using a Two-tone Time Domain Measurement System, IEE MTT S INT Microwave SYMP DIG' IEEE MTT-S Int'l Microwave Symposium Digest 2002, vol. 3, 2002, 4pgs. (XP-002303884).
959834873	Williams et al., Substitution of tetramethylbenzidine for benzidine in cyanide analyses , Clinica Chimica Acta, 145 (1985) 113 118.
959841762	Williams et al., Georgia Institute of Technology (2005), Investigation of additive manufacturing processes for the manufacture of parts with designed mesostructure.
959844754	Williams D.C., Paul D.C., Johnston, Jr. C.C., and Boder G.B. Mineralization in Cultured Adult Rat Bone Cells.
959848142	Williams et al., The Kinetics of Reversible Tight Binding Inhibition Methods Enzymol. 63:437 467 (1979).
959848143	Williams et al., Peptide Chloromethyl Ketones as Labeling Reagents Methods in Enzymology 222:503 513 (1993).
959848144	Williams et al., Zymogen/Enzyme Discrimination Using Peptide Chloromethyl Ketones Journal of Biological Chemistry 264:7536 7540 (1989).
959849439	Williams and Ward, The Construction of a Polyethylene Calibration Curve for Gel Permeation Chromatography Using Polystryrene Fractions, Journal of Polymer Science, Polymer Letters, vol. 6, pp. 621-624, 1968, H.H. Wills Physics Laboratory, England.
959866196	Williams et al (Foye's Principles of Medicinal Chemistry, 5th Edition, pp. 50 and 59-61, 2002).
959867922	Williams et al, Fabrication of 80 metal wires, Rev. Sci. Instrum. , Mar. 1984, pp. 410 412.
959868291	Williams et al., Synthesis of a hydrogen-bond-degenerate tricyclic pyrrolopyrimidine nucleoside and of its 5'-triphosphate, J. Chem. Soc., Perkin Trans. 1:3565-3570, 1998.
959868360	Williams et al., alpha1-acid glycoprotein reduces local and remote injuries after intestinal ischemia in the rat, Am. J. Physiol., 36, G1031-G1035, 1997.
959889615	Williams and Halpern, Synthesis, 727 728 (1974).
959890164	Williams et al, Protein Engineering vol. 1(6) 1987, pp. 493 498.
959893889	Williams et al. Blood 57, 157 163 (1981).
959893890	Williams et al. Leuk Res. 9, 1487 1496 (1985).
959896075	Williams et al., J. Am. Assoc., 257, 3251-3256, 1987.
959896104	Williams et al (Formulating Poorly Water Soluble Drugs, 2011, Page 176 only (citing Nema et al, PDA J Pham Sci Technol 51(4):166-171, 1997))
959905228	Williams et al. Dual Mode Canonical Waveguide Filters IEEE Trans. on Microwave Theory and Techniques, vol. MTT 25, No. 12, Dec. 1977; pp. 1021 1026.
959908570	Williams & Burks, Cisapride Increases Gastric Enptying Without Affecting Small or Large Bowel Transit, Proc. West. Pharmacol. Soc., 28:47-50 (1985).
959909946	Williams et al., Mol. Cell. Biol., 8, pp. 2763 2769 (1988), Bent DNA Functions as a Replication Enhancer in Saccharomyces cerevisiae.
959910550	Williams et al., Science, 215:687 688 (1982); Cytoplasmic Inclusion Bodies in Escherichia coli Producing Biosynthetic Human Insulin Proteins .
959913960	Williams et al., Journal of Polymer Science, vol. 61, pp. 353 359, 1962.
959913999	Williams and Im.; Asymmetric Synthesis of Nonsubstituted and alpha,alpha-Disubstituted alpha-Amino Acids via Disatereoselective Glycine Enolate Alkylations, JACA, 113:9276-9286 (1991).
959914054	Williams et al., Numerical Classification of Streptomyces and Related Genera, J. Gen. Microbiol., 129:1743-1813 (1983).
959915220	Williams BR, Role of the Double-Stranded RNA-activated Protein kinase (PKR) in Cell Regulation, Biochem Soc Trans, 1997, 25(2):509-513.
959923358	Williams et al., Methods for Integrated Air Sampling and DNA Analysis for Detection of Airborne Fungal Spores, Applied and Environmental Microbiology, vol. 67, p. 2453-2459, Jun. 2001.
959923674	Williams et al., Volume visualization displays , Information Display, vol. 5, No. 4, Apr. 1989, pp. 8 10.
959938933	Williams et al., Extrusion, Extrusion An in depth look at a versatile process, Food Engineering International, vol. 2, No. 4, pp. 57 62, 1977.
959939601	Williams et al., Apoptosis: final control point in cell biology , Trends in Cell Biology 2:263, 1992.
959942759	Williams et al., American Wood-Perservers' Association, 90:156-176, 1994. (no month).
959942768	Williams et al., American Wood-Perservers' Association, 90:156-176, 1994, (no month).
959945854	Williams et al. (2002). Argonautei Is Required For Efficient RNA Interference In Drosophila Embryos. Proc. Natl. Acad. Sci. U S A 99(10):6889-6894.
959948099	Williams et al., American Wood-Perservers' Association, 90:156-176, 1994.
959948387	Williams et al., American Wood-Perservers' Association, 90:156-176, 1994.
959949203	Williams et al. (1990) Purification of the 110-kilodalton glycoprotein receptor for mouse hepatitis virus (MHV)-A59 from mouse liver and identification of a nonfunctional, homologous protein in MHV-resistant SJL/J mice, J Virol, 64:3817-3823.
959949204	Williams et al. (1991) Receptor for mouse hepatitis virus is a member of the carcinoembryonic antigen family of glycoproteins, Proc Natl Acad Sci USA, 88:5533-5536.
959955313	Williams et al., (1983), J. Am. Chem. Soc., 105:1332 1339.
959957308	Williams et al., Validation of an immunoassay for canine thyroid-stimulating hormone and changes in serum concentration following induction of hypothyroidism in dogs, J. Am. Vet. Med. Assoc., 1996; 209:1730-1732.
959970778	Williams 1992 Journal of Biological Chemistry 267:9035-9040.
959972522	Williams et al., Aliasing Errors in Signature Analysis Registers, IEEE Design and Test of Computers, pp. 39-45 (Apr. 1987).
959992458	Williams et al., Asymmetric Synthesis . . . J. Am. Chem. Soc., 1991, 113, pp. 9276 9286.
959996139	Williams et al. J. American Ceramic Society vol. 52, No. 3, 1969, pp. 139-145.
959999729	Williams et al., Introduction of Foreign Genes into Tissues of Living Mice by DNA-Coated Miroprojectiles, Proc. Natl. Acad. Sci. USA 88(7):2726-2730, Apr. 1, 1991.
960009912	Williams et al. 1968. Tobacco Science 128: 243-247.
960010572	Williams et al., Generation of murine stromal cell lines supporting hematopoietic stem cell proliferation by use of recombinant retrovirus vectors encoding SV 40 large T antigen , File Server STN Karlsruhe, File Biosis Abstract No. 88:460575 Mol. Cell. Biol. 8 (9), pp. 3864 3871 (1988).
960014241	Williams et al. Dipeptidyl peptidase IV on activated T cells as a target molecule for therapy of rheumatoid arthritis (Clin Exp Immunol 2003, vol. 131: 68-74).
960017680	Williams et al., A Family of C/EBP Related Proteins Capable of Forming Covalently Linked Leucine Zipper Dimers In Vitro, Genes Devel. , 5:1553 1567, 1991.
960020300	Williams et al., Hyaluronic Acid Suppresses Fibronectin Fragment Mediated Cartilage Chondrolysis: II. In vivo, Osteoarthritis and Cartilage, 5, pp. 235-240 (1997).
960022051	Williams DP et al., Structure/Function analysis of Interleukin-2-toxin (DAB486-IL-2), fragment B sequences required for the delivery of fragment A to the cytosol of target cells, J. Biol. Chem., Jul. 15, 1990, pp. 11885-11887, vol. 265, No. 20.
